# Astellar visual asset catalog v1
# hash	name	category
6871b968	ProfileIcon1011049_L	头像
6879821a	ProfileIcon1010068_L	头像
688215b6	ProtectorIcon1070132	卡套
68871e8e	DeckCase1007	卡盒
6895b023	ProtectorIcon1072006_2	卡套
68b370c8	WallPaper0053_2	大厅壁纸
6900f47e	ProfileIcon1012074_L	头像
6911b30e	ProfileFrame1030003	头像框
692c0a67	Mat_024_01_BaseColor_near	决斗场地
692c0a67	Mat_024_02_BaseColor_near	决斗场地
692c0a67	Mat_024_03_BaseColor_near	决斗场地
692c0a67	Mat_024_04_BaseColor_near	决斗场地
692c65d6	ProfileIcon1010083	头像
6948c206	ProtectorIcon1073005	卡套
69575a31	DeckCase0003_L	卡盒
696c0102	ProfileIcon1011032_L	头像
697a6020	DeckCase1001_L_reverse	卡盒
698b83ce	ProfileIcon1010057_L	头像
6993d09e	DeckCase0024_L	卡盒
69c73712	DeckCase2028_L	卡盒
69e9288e	ProfileIcon1010074_L	头像
69ff6299	ShopBGBase02	大厅背景
69ff6299	ShopBGBase03	大厅背景
6a0dc133	ProtectorIcon1070022	卡套
6a24ebbe	ProtectorIcon1070089	卡套
6a439bb6	ProfileIcon1013012_L	头像
6a5fca6f	ProfileIcon1011016_L	头像
6a81a9f3	WallPaper0039_1	大厅壁纸
6a991890	ProtectorIcon1070147	卡套
6aadf393	WallPaper0001_1	大厅壁纸
6ab4325d	DeckCase1012_L_reverse	卡盒
6ac241c3	DeckCase0015	卡盒
6ac8ec06	ProfileIcon1011031_L	头像
6adae3e3	ProfileIcon1010050_L	头像
6b0919fe	WallPaper0033_2	大厅壁纸
6b16608d	CoinTossIcon1180004	硬币
6b21b0c9	ProfileIcon1010103	头像
6b5f9406	DeckCase0016_Open_L	卡盒
6b632d66	ProfileIcon1011044	头像
6b8acf84	WallPaper0135_2	大厅壁纸
6bc44c16	ProfileFrameMask1031004	头像框
6beff0fc	DeckCase1008_L_reverse	卡盒
6c09fcd4	ProtectorIcon1070016	卡套
6c405dbf	DeckCase3001_L_reverse	卡盒
6c520369	WallPaper0026_3	大厅壁纸
6c9d2577	ProtectorIcon1070173	卡套
6cb930c1	ProfileIcon1010146	头像
6cbbacfd	ProfileIcon1011005_L	头像
6cbd7539	ProfileIcon1010018_L	头像
6cf3afd4	Mat_035_01_BaseColor_near	决斗场地
6cf3afd4	Mat_035_02_BaseColor_near	决斗场地
6cf3afd4	Mat_035_03_BaseColor	决斗场地
6cf3afd4	Mat_035_04_BaseColor	决斗场地
6cf3afd4	Mat_035_05_BaseColor	决斗场地
6cfbad6e	ProfileIcon1011001	头像
6d0b3475	DeckCase0028_L	卡盒
6d25e4df	ProfileIcon1011025_L	头像
6d9011e0	WallPaper0038_2	大厅壁纸
6da0cd53	ProfileIcon1010063_L	头像
6dc62de0	DeckCase0028_L_reverse	卡盒
6e02537e	DeckCase0007_L	卡盒
6e12f1f2	ProtectorIcon1070063	卡套
6e162fb2	ProfileIcon1011001_L	头像
6e1feac8	CoinTossIcon1180018	硬币
6e742a3a	ProfileIcon1010087_L	头像
6e760a2f	DeckCase0031_L_reverse	卡盒
6e7c7717	ProfileFrame1030007	头像框
6e862851	ProtectorIcon1070106	卡套
6e93063e	ProfileIcon1010047_L	头像
6ec01278	ProtectorIcon1071034	卡套
6ec6d9d1	DeckCase0020_L	卡盒
6ecbe483	DeckCase0023_Open_L	卡盒
6f02c1c6	WallPaper0082_1	大厅壁纸
6f73b485	ProfileIcon1012040_L	头像
6f8a6b9c	ProfileIcon1012021	头像
6fa2c8db	WallPaper0052_1	大厅壁纸
6fa327ff	DeckCase0028	卡盒
6fa8aa4b	ProfileIcon1010050	头像
6fb20122	DeckCase2014_Open_L	卡盒
6ff8c335	ProfileIcon1010063_L	头像
7005dbad	Mat_017_01_BaseColor_far	决斗场地
7005dbad	Mat_017_02_BaseColor_far	决斗场地
7005dbad	Mat_017_03_BaseColor_far	决斗场地
7005dbad	Mat_017_05_BaseColor_far	决斗场地
700a824f	ProfileFrame1030013	头像框
702d55e6	CoinTossIcon1180021	硬币
705f9ce1	ProfileIcon1012058_L	头像
709f0499	ProfileIcon1011044_L	头像
70b2e626	ProtectorIcon1073013	卡套
70bc031a	ProfileFrame1031014_L	头像框
70c04151	WallPaper0018_1	大厅壁纸
70c7afd3	ProfileFrameCommonDist001	头像框
70c7afd3	ProfileFrameCommonEfTex013_r8_	头像框
70c7afd3	ProfileFrameEfTex1032008_01	头像框
70c7afd3	ProfileFrameMask1032008_01	头像框
70ec1b31	WallPaper0020_1	大厅壁纸
711b3667	WallPaper0017_2	大厅壁纸
713e0bbf	ProtectorIcon1071016	卡套
714113c0	DeckCase1015_L_reverse	卡盒
7142248b	ProfileIcon1012023_L	头像
714a8e0c	ProfileIcon1012011	头像
715b5457	ProtectorIcon1070068_Mask	卡套
71684fdb	ProfileIcon1010060	头像
71783196	ProtectorIcon1070124	卡套
717bee89	ProtectorIcon1072007_1	卡套
717e692d	ProfileFrame1031015_L	头像框
71aaac05	DeckCase2020_Open_L	卡盒
71cb2726	WallPaper0114_2	大厅壁纸
71ece835	ProtectorIcon1070041	卡套
720d51cc	CoinTossIcon1180014	硬币
723b48fe	ProfileIcon1011031	头像
72434e5f	ProtectorIcon1070031_1	卡套
724527ed	DeckCase2018_L	卡盒
7271efe6	ProfileIcon1012007_L	头像
72a3bf5b	DeckCase2004	卡盒
72a657f4	Coin01TexRed01	硬币
72a7634a	WallPaper2005_2	大厅壁纸
72df7d57	ProfileFrameCommonDist001	头像框
72df7d57	ProfileFrameCommonEfTex007_r8_	头像框
72df7d57	ProfileFrameEfTex1031014_01	头像框
72df7d57	ProfileFrameEfTex1031014_02	头像框
72df7d57	ProfileFrameEfTex1031014_03	头像框
72df7d57	ProfileFrameMask1031014	头像框
72f2986a	WallPaper0072_2	大厅壁纸
72f9d32e	ProfileIcon1010127_L	头像
72fabd43	ProfileFrame1031017_L	头像框
730bd2fa	ProfileIcon1010118_L	头像
7338d774	ProfileFrame1031016_L	头像框
73571ce1	ProfileIcon1012001_L	头像
73633cb0	ProtectorIcon1070151	卡套
73b23f4f	WallPaper0075_2	大厅壁纸
73ccfe8d	DeckCase2022_L_reverse	卡盒
73dc6b51	ProfileIcon1010022_L	头像
73f7e513	ProtectorIcon1070034	卡套
7420da44	ProfileIcon1010143_L	头像
74317fa8	ProfileFrame1031012_L	头像框
74431fd8	DeckCase2017_Open_L	卡盒
745d2a7e	ProfileIcon1010029_L	头像
748a93d5	ProfileIcon1010113_L	头像
749350b0	ProfileIcon1013009_L	头像
74ed29c8	ProfileIcon1010088	头像
750bc156	ProfileIcon1012034_L	头像
75245c1a	ProfileIcon1012035_L	头像
7538916f	DeckCase0031_L_reverse	卡盒
753d622e	ProfileIcon1010138_L	头像
75473921	DeckCase0022_Open_L	卡盒
756095d5	CoinTossIcon1180010	硬币
75670157	ProtectorIcon1070165	卡套
75810921	ProfileIcon1013005	头像
75af2baa	ProfileIcon1010016_L	头像
75b2b94e	ProfileFrameCommonDist001	头像框
75b2b94e	ProfileFrameCommonEfTex006_r8_	头像框
75b2b94e	ProfileFrameMask1031010_01	头像框
75b6db59	WallPaper2004_1	大厅壁纸
75e15559	ProfileIcon1010133	头像
75e1aeb4	DeckCase0010_L_reverse	卡盒
75e32079	WallPaper0073_1	大厅壁纸
75edd7cd	Mat_042_01_BaseColor_near	决斗场地
75edd7cd	Mat_042_02_BaseColor_near	决斗场地
75edd7cd	Mat_042_03_BaseColor_near	决斗场地
75edd7cd	Mat_042_05_BaseColor	决斗场地
75f3159f	ProfileFrame1031013_L	头像框
762901c1	DeckCase0020	卡盒
76380a3b	ProfileIcon1012010_L	头像
7643a2ab	Mat_039_01_BaseColor_far	决斗场地
7643a2ab	Mat_039_02_BaseColor_far	决斗场地
7643a2ab	Mat_039_03_BaseColor_far	决斗场地
7643a2ab	Mat_039_04_BaseColor_far	决斗场地
7677c1f1	ProfileFrame1031011_L	头像框
76c66092	DeckCase0018_Open_L	卡盒
76d20e04	ProfileIcon1012054	头像
76da9f35	WallPaper0115_1	大厅壁纸
76e0fcd7	ProfileIcon1010108	头像
76ec4462	ProfileIcon1011070_L	头像
76f0cfd3	ProfileIcon1010025	头像
7704db89	CoinTossIcon1180008	硬币
773a3658	ProtectorIcon1071022	卡套
77674656	ProfileFrame1030017	头像框
77743e68	DeckCase0019_L_reverse	卡盒
777c0c71	ProtectorIcon1070110	卡套
777e6184	DeckCase1002_L	卡盒
77b5abc6	ProfileFrame1031010_L	头像框
77d1f942	WallPaper0019_2	大厅壁纸
77e8d5d2	ProtectorIcon1070075	卡套
77fda322	WallPaper0021_2	大厅壁纸
7830dc38	ProfileIcon1012062_L	头像
784ce7e7	WallPaper0004_2	大厅壁纸
785be362	DeckCase1003_L	卡盒
78649049	ProfileFrame1031019_L	头像框
788bd158	WallPaper0123_2glay	大厅壁纸
788f2efd	ProfileIcon1011053	头像
789db6a1	DeckCase2001_L_reverse	卡盒
78bbab88	ProfileIcon1010041_L	头像
78cc575b	ProfileIcon1012076_L	头像
78cdb352	ProfileIcon1010114	头像
78dbbc29	ProfileIcon1010081_L	头像
78dd8056	ProfileIcon1010039	头像
78ff4181	ProfileIcon1012048	头像
79113915	DeckCase2006_L_reverse	卡盒
79478190	WallPaper0108_1	大厅壁纸
796bdbf0	WallPaper0130_1	大厅壁纸
7971e3f8	ProfileFrameCommonDist001	头像框
7971e3f8	ProfileFrameMask1032004_01	头像框
7971e3f8	ProfileFrameMask1032004_02	头像框
7996a870	DeckCase0005_L_reverse	卡盒
79a6fa7e	ProfileFrame1031018_L	头像框
79da6ec3	Mat_021_01_BaseColor_far	决斗场地
79da6ec3	Mat_021_02_BaseColor_far	决斗场地
79da6ec3	Mat_021_03_BaseColor_far	决斗场地
79da6ec3	Mat_021_04_BaseColor_far	决斗场地
79da6ec3	Mat_021_05_BaseColor_far	决斗场地
79e74c49	ProfileIcon1010101_L	头像
79fba33a	ProtectorIcon1070068	卡套
7a08267d	DeckCase2008_L_reverse	卡盒
7a0ac594	ProfileIcon1011018_L	头像
7a5264bc	WallPaper0056_1	大厅壁纸
7a7a469c	ProfileFrame1030042	头像框
7a92e753	ProfileFrame1031020	头像框
7ac0664d	ProfileIcon1010094	头像
7ad48724	ProfileIcon1010125_L	头像
7ae2245c	ProfileIcon1012029_L	头像
7aec12de	DeckCase0024	卡盒
7af26da1	WallPaper0086_1	大厅壁纸
7af95240	Mat_036_01_BaseColor_far	决斗场地
7af95240	Mat_036_02_BaseColor_far	决斗场地
7af95240	Mat_036_03_BaseColor_far	决斗场地
7af95240	Mat_036_04_BaseColor_far	决斗场地
7af95240	Mat_036_05_BaseColor_far	决斗场地
7b69317c	ProfileFrameCommonEfTex006_r8_	头像框
7b69317c	ProfileFrameEfTex1031018_01	头像框
7b73b3f0	ProfileIcon1013004_L	头像
7b7477bf	ProtectorIcon1070178	卡套
7b7ab5ba	ProfileIcon1013014_L	头像
7b8bc36b	DeckCase0025_Open_L	卡盒
7b8e8773	ProfileIcon1011068	头像
7ba41ce0	ProfileFrame1033003	头像框
7bba3c3c	DeckCase2014_L	卡盒
7bbb1de7	CoinTossIcon1180018	硬币
7bdc29d8	ProfileIcon1010002	头像
7bece1a3	DeckCase2011_Open_L	卡盒
7bf8c440	ProfileIcon1011027_L	头像
7bfee80f	ProfileIcon1012073	头像
7bff9c36	ProfileIcon1012052_L	头像
7c34a665	ProtectorIcon1075001	卡套
7c44a9d0	ProfileIcon1010047	头像
7c666807	ProfileIcon1012036	头像
7c695a80	DeckCase2008_L_reverse	卡盒
7c85b286	ProfileIcon1012061_L	头像
7c8f2d41	DeckCase1013_L	卡盒
7c9259f4	ProfileIcon1010096_L	头像
7cad9446	WallPaper0071_3	大厅壁纸
7cbf2b46	Mat_018_01_BaseColor_far	决斗场地
7cbf2b46	Mat_018_02_BaseColor_far	决斗场地
7cbf2b46	Mat_018_03_BaseColor_far	决斗场地
7cef3573	DeckCase2010_L	卡盒
7d43dcaf	WallPaper0057_2	大厅壁纸
7d8b84bb	ProfileIcon1011013_L	头像
7daea994	ProfileIcon1010116_L	头像
7dcdb976	ProtectorIcon1070082	卡套
7de493fb	ProtectorIcon1070029	卡套
7dff234a	ProfileFrame1031024	头像框
7e3be60e	DeckCase0029_Open_L	卡盒
7e439cc3	ProfileIcon1012056_L	头像
7e563983	WallPaper0109_2	大厅壁纸
7e7a63e3	WallPaper0131_2	大厅壁纸
7e9d62f9	ProfileIcon1010132_L	头像
7eb297a2	CoinTossIcon1180004	硬币
7ec8eb73	ProfileIcon1010075_L	头像
7f17aef5	ProfileIcon1011016	头像
7f335067	ProfileIcon1013003_L	头像
7f44027c	ProfileIcon1010091_L	头像
7f5d5ff4	WallPaper0005_1	大厅壁纸
7f62c792	DeckCase2016_L_reverse	卡盒
7f66564f	DeckCase2027_Open_L	卡盒
7f6b477e	ProtectorIcon1070139	卡套
7f6c661c	DeckCase0006_Open_L	卡盒
7f8d74e2	DeckCase0019	卡盒
7fb19d17	ProfileIcon1012069_L	头像
7fb679eb	ProfileIcon1012045_L	头像
800fc291	WallPaper0025_3	大厅壁纸
801054f9	DeckCase0005_L	卡盒
80171a3e	WallPaper2003_2	大厅壁纸
80375a8e	ProfileIcon1011048_L	头像
8042e11e	WallPaper0074_2	大厅壁纸
8072163b	ProfileFrame1030005	头像框
8087d3f1	ProfileFrame1033003_L	头像框
80c2a966	ProfileIcon1010109	头像
80d29a62	ProfileIcon1010024	头像
80d4de56	DeckCase0022_L	卡盒
80dcfcd7	ProtectorIcon1072009_2	卡套
80de637b	DeckCase1007_L_reverse	卡盒
80f05bb5	ProfileIcon1012055	头像
81048249	ProfileIcon1011037_L	头像
8145b9c6	ProfileFrame1033002_L	头像框
81739f33	DeckCase2018_Open_L	卡盒
8181abc5	ProfileIcon1010071_L	头像
81b56fbe	Mat_020_01_BaseColor_near	决斗场地
81b56fbe	Mat_020_02_BaseColor_near	决斗场地
81b56fbe	Mat_020_03_BaseColor_near	决斗场地
81b56fbe	Mat_020_04_BaseColor_near	决斗场地
820d4322	ProfileIcon1012032_L	头像
8220334f	DeckCase1013_Open_L	卡盒
82374924	ProfileIcon1011013_L	头像
82538e36	DeckCase2030_L_reverse	卡盒
825c6245	WallPaper0026_1	大厅壁纸
8275c5b8	CoinTossIcon1180002	硬币
82863492	ProfileIcon1010011_L	头像
8294eb53	ProtectorIcon1071038	卡套
82a7e923	ProfileFrameCommonEfTex001_r8_	头像框
82a7e923	ProfileFrameCommonEfTex004_r8_	头像框
82a7e923	ProfileFrameCommonEfTex005_r8_	头像框
82a7e923	ProfileFrameEfTex1031002_01_r8_	头像框
82a7e923	ProfileFrameEfTex1031002_02_r8_	头像框
82a7e923	ProfileFrameMask1031001	头像框
82b260a8	ProfileIcon1010055_L	头像
82cf7c79	ProfileIcon1010089	头像
8303079f	ProfileFrame1033001_L	头像框
832af14e	ProfileIcon1011068_L	头像
835d1421	DeckCase1005	卡盒
837b5e52	WallPaper0112_2	大厅壁纸
83a35c90	ProfileIcon1013004	头像
83a38ced	ProfileIcon1010114_L	头像
83c300e8	ProfileIcon1010132	头像
840aaf43	ProfileFrame1033005_L	头像框
84191d4f	ProfileIcon1011030	头像
846aca0d	Mat_031_01_BaseColor_near	决斗场地
846aca0d	Mat_031_02_BaseColor_near	决斗场地
846aca0d	Mat_031_03_BaseColor	决斗场地
846aca0d	Mat_031_05_BaseColor_near	决斗场地
846ae641	WallPaper0113_1	大厅壁纸
847e03d9	ProfileIcon1012006_L	头像
848fc8df	WallPaper0039_3	大厅壁纸
84a4989e	DeckCase0020_Open_L	卡盒
84a7e1d4	DeckCase0023_L_reverse	卡盒
84f57469	ProfileIcon1010025_L	头像
851801a1	CoinTossIcon1180006	硬币
851c3b2d	ProtectorIcon1073009	卡套
854d6794	ProfileIcon1011020_L	头像
854dda56	WallPaper0027_2	大厅壁纸
858c020d	ProfileIcon1012039_L	头像
85c84e18	ProfileIcon1010066_L	头像
85c8c574	ProfileFrame1033004_L	头像框
85ca2d3a	ProfileFrameCommonDist001	头像框
85ca2d3a	ProfileFrameCommonEfTex007_r8_	头像框
85ca2d3a	ProfileFrameEfTex1031006_01	头像框
85ca2d3a	ProfileFrameEfTex1031006_02	头像框
85ca2d3a	ProfileFrameMask1031006	头像框
85d0cc16	ProfileIcon1010120_L	头像
86701295	ProtectorIcon1070085	卡套
867b9ce3	ProtectorIcon1070070_1	卡套
867d89b0	ProtectorIcon1072003_2	卡套
867eacf9	ProfileIcon1011004_L	头像
86fb8575	ProfileIcon1010042_L	头像
8706a22d	WallPaper2002_1	大厅壁纸
87455db6	DeckCase0001_L	卡盒
874a1a6a	ProfileIcon1010061	头像
8753590d	WallPaper0075_1	大厅壁纸
8768dbbd	ProfileIcon1012010	头像
8781d719	DeckCase0026_L	卡盒
87890d86	ProtectorIcon1075006	卡套
87992443	Mat_034_01_BaseColor_far	决斗场地
87992443	Mat_034_02_BaseColor_far	决斗场地
87992443	Mat_034_03_BaseColor_far	决斗场地
87992443	Mat_034_04_BaseColor_far	决斗场地
87b61ba1	ProfileIcon1011043_L	头像
87e63d1f	ProfileIcon1010039_L	头像
880fd815	ProfileIcon1010024_L	头像
884214d5	WallPaper0080_1	大厅壁纸
8843f923	DeckCase1015_L_reverse	卡盒
884a4ef0	ProtectorIcon1070033	卡套
8863647d	ProtectorIcon1070098	卡套
886d1d44	ProfileIcon1010096_L	头像
888af199	ProfileIcon1011062_L	头像
88b35c3f	ProfileFrame1030042_L	头像框
88ce47a8	WallPaper0068_1	大厅壁纸
88de9753	ProtectorIcon1070156	卡套
88e21dc8	WallPaper0050_1	大厅壁纸
8935fb44	ProfileIcon1011017	头像
89364de0	ProfileIcon1010148_L	头像
896a83fb	ProfileIcon1012051_L	头像
89713608	ProfileFrame1030043_L	头像框
899749f3	ProfileIcon1011019_L	头像
89a7c7cf	CoinTossIcon1180016	硬币
89c45a10	ProfileFrame1030009	头像框
89ce643d	DeckCase0001_L	卡盒
89cf7697	DeckCase1012_L_reverse	卡盒
89e1f44b	ProfileIcon1010072_L	头像
89ef4f28	DeckCase0009_L	卡盒
8a063815	DeckCase2009_Open_L	卡盒
8a443db6	ProfileIcon1012037	头像
8a5143d6	ProtectorIcon1070046	卡套
8a5ce6f7	DeckCase0009_Open_L	卡盒
8a66fc61	ProfileIcon1010046	头像
8a83a05c	ProtectorIcon1071011	卡套
8aa29b83	ProfileIcon1011014_L	头像
8ac59a75	ProtectorIcon1070123	卡套
8af5e266	ProfileFrame1030041_L	头像框
8afc9e93	WallPaper0002_2	大厅壁纸
8b0245d9	DeckCase0009_L_reverse	卡盒
8b0b66e5	DeckCase0026_Open_L	卡盒
8b0dcc99	Coin01Tex01	硬币
8b0f4dc5	ProtectorIcon1073014	卡套
8b378851	ProfileFrame1030040_L	头像框
8bb93af4	ProfileIcon1011046_L	头像
8bdba284	WallPaper0136_1	大厅壁纸
8bdbede7	ProfileIcon1013008_L	头像
8bf6a24d	Mat_028_01_BaseColor_near	决斗场地
8bf6a24d	Mat_028_02_BaseColor_near	决斗场地
8bf6a24d	Mat_028_03_BaseColor_near	决斗场地
8bf6a24d	Mat_028_04_BaseColor_near	决斗场地
8c463dc8	ProfileIcon1010033_L	头像
8c557e31	ProtectorIcon1070072	卡套
8c5aacc8	ProfileIcon1013003_L	头像
8c879dbb	ProtectorIcon1071025	卡套
8cc1a792	ProtectorIcon1070117	卡套
8cd1db78	ProfileIcon1011020_L	头像
8ce233fc	ProfileIcon1010095	头像
8d02675a	DeckCase2001_L	卡盒
8d0b7022	ProtectorIcon1073020	卡套
8d0df313	Mat_500RN02_01_BaseColor_near	决斗场地
8d0df313	Mat_500RN02_02_BaseColor_near	决斗场地
8d0df313	Mat_500RN02_03_BaseColor_near	决斗场地
8d0df313	Mat_500RN02_05_BaseColor_near	决斗场地
8d5b85a2	ProfileIcon1010048_L	头像
8d65adae	Mat_015_01_BaseColor_far	决斗场地
8d65adae	Mat_015_02_BaseColor_far	决斗场地
8d65adae	Mat_015_04_BaseColor_far	决斗场地
8d65adae	Mat_015_05_BaseColor_far	决斗场地
8d6af482	DeckCase0031_Open_L	卡盒
8d8fcd34	DeckCase1015_Open_L	卡盒
8dacd2c2	ProfileIcon1011069	头像
8ddcbdbe	ProfileIcon1012072	头像
8ddd5873	DeckCase0013	卡盒
8ded2680	WallPaper0003_1	大厅壁纸
8dfe7c69	ProfileIcon1010003	头像
8e2907fe	Mat_039_01_BaseColor_near	决斗场地
8e2907fe	Mat_039_02_BaseColor_near	决斗场地
8e2907fe	Mat_039_03_BaseColor_near	决斗场地
8e2907fe	Mat_039_04_BaseColor_near	决斗场地
8e4e7317	ProtectorIcon1070007	卡套
8e60b564	ProfileIcon1010079_L	头像
8ead7b4c	ProfileIcon1011052	头像
8eb70ccf	ProfileIcon1010143_L	头像
8ec31c98	DeckCase0022_L_reverse	卡盒
8eca03d6	CoinTossIcon1180012	硬币
8edaaab4	ProtectorIcon1070162	卡套
8edd1430	ProfileIcon1012049	头像
8eefe6e3	ProfileIcon1010115	头像
8efdb729	DeckCase2004_L_reverse	卡盒
8effd5e7	ProfileIcon1010038	头像
8f19c300	ProfileIcon1012065_L	头像
8f4f932c	DeckCase0025_L_reverse	卡盒
8f53acc6	WallPaper0081_2	大厅壁纸
8f66d8c5	ProtectorIcon1070101_1	卡套
8f75f6a5	ProfileIcon1010017_L	头像
8f92b4b0	ProfileIcon1010046_L	头像
8f98073e	DeckCase1001	卡盒
8fd5816b	Mat_013_01_BaseColor_near	决斗场地
8fd5816b	Mat_013_02_BaseColor_near	决斗场地
8fd5816b	Mat_013_03_BaseColor_near	决斗场地
8fd5816b	Mat_013_04_BaseColor_near	决斗场地
8fd5816b	Mat_013_07_BaseColor_near	决斗场地
8fdfffbb	WallPaper0069_2	大厅壁纸
8ff0df29	ProfileIcon1011051_L	头像
8ff3a5db	WallPaper0051_2	大厅壁纸
901246cd	ProfileFrameCommonClTex001	头像框
901246cd	ProfileFrameCommonDist001	头像框
901246cd	ProfileFrameMask1032002	头像框
901df1a0	ProfileIcon1012079	头像
902f0373	ProfileIcon1010125	头像
903f3077	ProfileIcon1010008	头像
904f5f0b	ProfileIcon1013013	头像
906d9edc	ProfileIcon1011062	头像
90a4d410	ProfileIcon1012073_L	头像
90b33f62	ProfileIcon1010084_L	头像
90bcf68e	CoinTossIcon1180006	硬币
90bd7631	WallPaper0023_2	大厅壁纸
90df6b51	ProfileFrame1030019	头像框
90f5731c	ProfileIcon1011061_L	头像
91049337	DeckCase1004_Open_L	卡盒
9124b373	ProtectorIcon1070140	卡套
91361871	DeckCase0026	卡盒
91839dbe	DeckCase2012_Open_L	卡盒
918fcf02	ProfileIcon1010104_L	头像
919a4a26	WallPaper0117_1	大厅壁纸
91b06ad0	ProtectorIcon1070025	卡套
91b96c7a	ProfileIcon1012008_L	头像
922fa617	WallPaper0099_1	大厅壁纸
92441d00	ProfileIcon1010038_L	头像
928faf0a	WallPaper0049_1	大厅壁纸
9293a4ab	ProfileIcon1010102_L	头像
929d2ac6	DeckCase1011_L	卡盒
92a3f56a	WallPaper0071_1	大厅壁纸
92bc046f	ProfileIcon1010120_L	头像
92c7b9d5	ProfileFrame1033005	头像框
92f569e5	ProtectorIcon1073002	卡套
92fd32f4	DeckCase2012_L	卡盒
931236f1	ProfileIcon1013011_L	头像
931c582e	ProfileIcon1012042	头像
933d6b64	ProfileIcon1012024_L	头像
933e99f9	ProfileIcon1010033	头像
933fbe55	ProtectorIcon1070135	卡套
93496296	DeckCase2003_L	卡盒
936c3752	ProfileIcon1011059	头像
937259a5	DeckCase0005_Open_L	卡盒
9379847c	ProtectorIcon1071007	卡套
93971f7d	ProfileIcon1012057_L	头像
93ab67f6	ProtectorIcon1070050	卡套
93b61cd4	ProfileIcon1010007_L	头像
93e28621	CoinTossIcon1180001	硬币
93f14266	ProfileFrame1031026	头像框
93fcf956	DeckCase0010_L_reverse	卡盒
947427b0	ProfileFrame1030040	头像框
9484d826	ProfileIcon1012007	头像
949c867f	ProfileFrame1031022	头像框
949dfe90	ProfileFrame1031008_L	头像框
94a619f1	ProfileIcon1010076	头像
94d837b7	DeckCase0004_L_reverse	卡盒
94e0e450	ProfileIcon1010136_L	头像
94ed31cd	ProfileIcon1012064_L	头像
94fadabf	ProfileIcon1010093_L	头像
95031a01	DeckCase0005_Open_L	卡盒
950896b4	DeckCase2003_L_reverse	卡盒
9512e584	ProfileIcon1010109_L	头像
954e2b9f	ProfileIcon1012010_L	头像
9554b803	DeckCase0003_L_reverse	卡盒
955f94a7	ProfileFrame1031009_L	头像框
957db99b	ProtectorIcon1071033	卡套
959e1719	WallPaper0048_2	大厅壁纸
95a83bbb	DeckCase2016_L	卡盒
95aa7dcc	ProfileFrame1033001	头像框
95af5a11	ProtectorIcon1070064	卡套
95b24d79	WallPaper0070_2	大厅壁纸
95bca6eb	DeckCase2002	卡盒
95c55c2f	ProfileIcon1010033_L	头像
95c62adf	ProfileIcon1010113_L	头像
95c82389	DeckCase1015_L	卡盒
95ebde8a	CoinTossIcon_Tails	硬币
96122100	DeckCase1009	卡盒
968633e7	ProfileIcon1011055_L	头像
968bf235	WallPaper0116_2	大厅壁纸
96cdc735	ProfileFrame1030001	头像框
96f5e1b2	ProfileIcon1010137_L	头像
97208e94	ProtectorIcon1070174	卡套
975bd32c	ProfileIcon1013006_L	头像
977f82d4	ProfileFrameCommonDist001	头像框
977f82d4	ProfileFrameEfTex1032006_01	头像框
977f82d4	ProfileFrameMask1032006_01	头像框
978561f1	DeckCase0003_L	卡盒
979fcc81	DeckCase2007_Open_L	卡盒
97acce22	WallPaper0022_1	大厅壁纸
97b45737	ProtectorIcon1070011	卡套
97d13297	CoinTossIcon1180002	硬币
97defaa0	ProfileIcon1012040_L	头像
97f51ed4	ProfileIcon1011027	头像
981d8ae7	WallPaper0007_1	大厅壁纸
9828a016	DeckCase2012_L_reverse	卡盒
985aabbd	ProfileIcon1012047_L	头像
98a0e317	DeckCase0002_L	卡盒
98c81171	ProfileFrame1031003_L	头像框
98d1dc0d	ProfileIcon1010064_L	头像
990a7b46	ProfileFrame1031002_L	头像框
990bc300	DeckCase0001	卡盒
990bc300	DeckCase0001_Open_L	卡盒
992aa7c0	ProfileIcon1012026_L	头像
9932a27d	ProtectorIcon1072008_1	卡套
993ab6f0	WallPaper0133_2	大厅壁纸
995d3502	ProfileIcon1010080_L	头像
9969277a	ProfileFrame1030015	头像框
9979b5f4	DeckCase2006	卡盒
998afffa	ProfileIcon1010051	头像
99a42fa2	DeckCase2015_L_reverse	卡盒
99a83e2d	ProfileIcon1012020	头像
99a8aa69	ProfileIcon1012078_L	头像
9a0309bc	WallPaper0055_2	大厅壁纸
9a196cad	ProfileIcon1012002_L	头像
9a9b6570	ProfileIcon1010147	头像
9aad32b9	DeckCase2029_L_reverse	卡盒
9b04d4c7	ProfileIcon1012079_L	头像
9b25fc59	DeckCase3001_Open_L	卡盒
9b4cc51f	ProfileFrame1031001_L	头像框
9b53bd09	GUI_DeckSelect_PublicDeckCase	卡盒
9b6ef4f9	CoinTossIcon1180012	硬币
9b92b3c5	ProfileIcon1011002_L	头像
9bbc2cf9	ProtectorIcon1070079	卡套
9bbcd862	ProfileFrameCommonEfTex002_r8_	头像框
9bbcd862	ProfileFrameCommonEfTex006_r8_	头像框
9bbcd862	ProfileFrameCommonEfTex011_r8_	头像框
9bbcd862	ProfileFrameMask1031012_01	头像框
9bbf82f7	Mat_040_01_BaseColor_far	决斗场地
9bbf82f7	Mat_040_02_BaseColor_far	决斗场地
9bbf82f7	Mat_040_03_BaseColor_far	决斗场地
9bbf82f7	Mat_040_04_BaseColor_far	决斗场地
